Difficulty,Title,Frequency,Acceptance Rate,Link,Topics,count
MEDIUM,"Pow(x, n)",56.2,0.3702318823521848,https://leetcode.com/problems/powx-n,"Math, Recursion",3
HARD,Regular Expression Matching,56.5,0.2928013101016923,https://leetcode.com/problems/regular-expression-matching,"String, Dynamic Programming, Recursion",3
HARD,Largest Rectangle in Histogram,61.8,0.4737765317407914,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Stack, Monotonic Stack",3
EASY,Same Tree,43.9,0.651268811570624,https://leetcode.com/problems/same-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",3
MEDIUM,Find Minimum in Rotated Sorted Array,34.3,0.526482393510494,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,"Array, Binary Search",3
MEDIUM,Count and Say,38.8,0.6050656775612677,https://leetcode.com/problems/count-and-say,String,3
MEDIUM,Search in Rotated Sorted Array II,41.9,0.3887965146188378,https://leetcode.com/problems/search-in-rotated-sorted-array-ii,"Array, Binary Search",3
MEDIUM,Unique Binary Search Trees II,37.0,0.6039807221122715,https://leetcode.com/problems/unique-binary-search-trees-ii,"Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree",3
EASY,Binary Tree Inorder Traversal,38.8,0.7858399006715053,https://leetcode.com/problems/binary-tree-inorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree",3
HARD,Sudoku Solver,40.4,0.6390871778033164,https://leetcode.com/problems/sudoku-solver,"Array, Hash Table, Backtracking, Matrix",3
MEDIUM,Edit Distance,38.8,0.5878974125922288,https://leetcode.com/problems/edit-distance,"String, Dynamic Programming",3
MEDIUM,Count Primes,70.6,0.347906460282023,https://leetcode.com/problems/count-primes,"Array, Math, Enumeration, Number Theory",2
EASY,Maximum Product of Two Elements in an Array,34.3,0.8322491861778356,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,"Array, Sorting, Heap (Priority Queue)",2
MEDIUM,Sort Characters By Frequency,40.7,0.740805706977204,https://leetcode.com/problems/sort-characters-by-frequency,"Hash Table, String, Sorting, Heap (Priority Queue), Bucket Sort, Counting",2
MEDIUM,Meeting Rooms II,40.7,0.5214162081616772,https://leetcode.com/problems/meeting-rooms-ii,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum",2
